card_code,source_code,orientation,context,meaning_text,advice_text,warning_text,polarity,action_level,speed_level,stability_level,ending_level,origin,source_locator,page_start,page_end,priority,review_status,review_method,review_notes,is_active
PAGE_OF_WANDS,WAITE_PKD_1910,UPRIGHT,GENERAL,충실한 전달자나 새로운 소식이 낯설지만 활기찬 가능성을 알리는 흐름,소식의 출처와 구체적인 다음 행동을 확인하세요.,,2,3,4,2,0,DERIVED,"Part III §2 — Wands, Page",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
PAGE_OF_WANDS,WAITE_PKD_1910,REVERSED,GENERAL,나쁜 소식과 소문이 우유부단·불안정과 함께 들어오는 상태,결정 기준을 세 가지 이하로 줄이고 기한을 정하세요.,,-1,0,0,2,0,DERIVED,"Part III §2 — Wands, Page",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KNIGHT_OF_WANDS,WAITE_PKD_1910,UPRIGHT,GENERAL,출발·이주·빠른 이동으로 생활 환경이나 관심사가 크게 바뀌는 흐름,속도가 붙기 전에 결정 기준과 담당을 정하세요.,속도 때문에 조건 검토를 생략하지 마세요.,3,5,5,2,0,DERIVED,"Part III §2 — Wands, Knight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KNIGHT_OF_WANDS,WAITE_PKD_1910,REVERSED,GENERAL,이동이 단절·분열·중단과 불화로 바뀌는 상태,무너진 가정과 실제로 남은 자원을 분리하세요.,충격 속에서 추가 결정을 서두르지 마세요.,-4,4,5,0,4,DERIVED,"Part III §2 — Wands, Knight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
QUEEN_OF_WANDS,WAITE_PKD_1910,UPRIGHT,GENERAL,따뜻하고 명예로운 매력으로 사람을 돕고 사업적 성과도 끌어오는 힘,사람과 자원이 성장할 수 있는 환경을 만드세요.,,3,3,2,4,0,DERIVED,"Part III §2 — Wands, Queen",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
QUEEN_OF_WANDS,WAITE_PKD_1910,REVERSED,GENERAL,겉으로는 유능하고 도움을 주지만 질투·대립·기만 가능성이 섞이는 상태,말보다 검증 가능한 사실과 기록을 확인하세요.,확인되지 않은 약속을 믿고 선행하지 마세요.,-3,3,3,0,0,DERIVED,"Part III §2 — Wands, Queen",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KING_OF_WANDS,WAITE_PKD_1910,UPRIGHT,GENERAL,정직·열정·책임감으로 사람과 일을 이끌며 뜻밖의 좋은 소식도 받는 흐름,목표와 기대 행동을 명확히 전달하세요.,,3,4,3,4,0,DERIVED,"Part III §2 — Wands, King",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KING_OF_WANDS,WAITE_PKD_1910,REVERSED,GENERAL,선의는 남아 있어도 태도가 지나치게 엄격하고 융통성 없이 굳어지는 상태,원칙을 지키면서도 수정 가능한 부분을 찾으세요.,,-2,1,0,3,0,DERIVED,"Part III §2 — Wands, King",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
ACE_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,진실한 마음·기쁨·풍요·돌봄이 넘쳐 새로운 정서적 기반이 생기는 흐름,감정을 억누르기보다 무엇을 필요로 하는지 확인하세요.,,2,2,2,2,0,DERIVED,"Part III §2 — Cups, Ace",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
ACE_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,마음의 기반이 흔들리고 감정·관계·생활이 불안정하게 바뀌는 상태,합의되지 않은 기대와 역할을 말로 확인하세요.,,-3,3,2,1,1,DERIVED,"Part III §2 — Cups, Ace",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TWO_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,사랑·우정·공감·합의가 서로 주고받는 결합으로 이어지는 관계,서로 기대하는 바와 실제 약속을 직접 확인하세요.,,4,3,2,4,0,DERIVED,"Part III §2 — Cups, Two",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TWO_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,강한 열정이 이성적 합의보다 앞서 관계를 급하게 몰아가는 상태,행동 전에 최소한의 손실 한도와 되돌릴 방법을 정하세요.,흥분 상태에서 장기 약속을 확정하지 마세요.,-1,5,5,0,0,DERIVED,"Part III §4 — Cups, Two (main §2 has no reversed line)",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
THREE_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,일이 풍성하게 마무리되고 승리·치유·기쁨을 함께 나누는 흐름,완료된 성과를 인정하고 다음 단계의 기준을 정하세요.,,4,4,3,4,1,DERIVED,"Part III §2 — Cups, Three",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
THREE_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,빠른 성취와 마무리가 감각적 즐거움의 과잉으로 치우칠 수 있는 상태,즐거움의 비용과 다음 날의 책임까지 고려하세요.,,-2,3,3,1,0,DERIVED,"Part III §2 — Cups, Three",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FOUR_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,권태와 싫증 때문에 눈앞의 새로운 기회에도 위안을 느끼지 못하는 상태,놓치고 있는 선택지가 있는지 한 번 더 살펴보세요.,,-2,0,0,1,0,DERIVED,"Part III §2 — Cups, Four",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FOUR_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,새로운 소식·배움·관계가 들어와 정체된 감정을 깨우는 흐름,범위를 작게 잡고 첫 결과물을 만드세요.,,3,4,3,1,0,DERIVED,"Part III §2 — Cups, Four",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FIVE_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,기대했던 것을 잃고 실망하지만 아직 남은 자원과 관계가 존재하는 상태,잃은 것과 아직 남아 있는 것을 따로 확인하세요.,손실을 만회하려 같은 선택을 반복하지 마세요.,-4,1,1,0,3,DERIVED,"Part III §2 — Cups, Five",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FIVE_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,과거의 사람·소식·연결이 돌아오지만 잘못된 계획도 함께 재등장할 수 있는 흐름,돌아온 것이 실제로 달라졌는지 조건을 확인하세요.,,1,2,3,2,1,DERIVED,"Part III §2 — Cups, Five",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SIX_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,어린 시절·과거 관계·사라진 행복의 기억이 현재에 영향을 주는 상태,과거의 좋은 점을 살리되 현재 조건과 같은지 확인하세요.,,2,1,1,3,0,DERIVED,"Part III §2 — Cups, Six",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SIX_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,새로운 관계·환경·미래의 일이 곧 현실로 들어오는 갱신의 흐름,과거 방식에 머물지 말고 새 조건에 맞는 행동을 정하세요.,,3,3,3,3,1,DERIVED,"Part III §2 — Cups, Six",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SEVEN_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,상상과 감정적 선택지는 많지만 오래 지속될 실체가 부족한 상태,선택지를 실제 비용·기한·가능성으로 비교하세요.,매력적인 그림을 실행 가능성으로 착각하지 마세요.,-1,1,1,0,0,DERIVED,"Part III §2 — Cups, Seven",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SEVEN_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,흩어진 욕망을 구체적인 의지·결정·계획으로 좁히는 단계,바라는 것을 실행 항목과 기한으로 바꾸세요.,,3,4,3,2,0,DERIVED,"Part III §2 — Cups, Seven",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
EIGHT_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,중요하다고 믿었던 일의 가치가 줄어들어 익숙한 만족을 떠나는 흐름,떠나는 이유와 도착하려는 목표를 함께 확인하세요.,,0,3,3,1,2,DERIVED,"Part III §2 — Cups, Eight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
EIGHT_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,떠남의 공백이 큰 기쁨·만족·축제로 채워지는 흐름,좋은 흐름을 함께 나누고 유지할 조건을 마련하세요.,,5,4,4,5,0,DERIVED,"Part III §2 — Cups, Eight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
NINE_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,원하던 만족·편안함·승리와 물질적 여유를 누리는 상태,만족을 누리되 다음 단계의 과도한 낙관은 경계하세요.,,4,2,2,5,0,DERIVED,"Part III §2 — Cups, Nine",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
NINE_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,진실과 자유를 얻어도 실수·결함·불완전한 결과가 함께 남는 상태,완벽을 기대하기보다 수정할 결함을 우선순위화하세요.,,0,2,2,2,0,DERIVED,"Part III §2 — Cups, Nine",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TEN_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,가족·사랑·우정이 깊은 만족과 안정된 공동체로 완성되는 흐름,공동체가 기대하는 역할과 내가 원하는 역할을 맞춰보세요.,,4,2,2,5,1,DERIVED,"Part III §2 — Cups, Ten",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TEN_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,겉으로 평온해 보여도 분노·폭력·거짓된 마음이 관계를 흔드는 상태,합의되지 않은 기대와 역할을 말로 확인하세요.,,-3,3,2,1,1,DERIVED,"Part III §2 — Cups, Ten",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
PAGE_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,다정한 소식·배움·성찰이 감정과 상상을 현실적인 형태로 가져오는 흐름,소식의 출처와 구체적인 다음 행동을 확인하세요.,,2,3,4,2,0,DERIVED,"Part III §2 — Cups, Page",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
PAGE_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,매력과 호감이 유혹·속임수·교묘한 의도로 변질될 수 있는 상태,말보다 검증 가능한 사실과 기록을 확인하세요.,확인되지 않은 약속을 믿고 선행하지 마세요.,-3,3,3,0,0,DERIVED,"Part III §2 — Cups, Page",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KNIGHT_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,감정적 제안·초대·접근이나 반가운 전달자가 다가오는 흐름,제안의 의도와 실제 조건을 분리해 확인하세요.,,3,3,3,2,0,DERIVED,"Part III §2 — Cups, Knight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KNIGHT_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,매력적인 제안 뒤에 속임수·이중성·사기 가능성이 숨은 상태,말보다 검증 가능한 사실과 기록을 확인하세요.,확인되지 않은 약속을 믿고 선행하지 마세요.,-3,3,3,0,0,DERIVED,"Part III §2 — Cups, Knight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
QUEEN_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,사랑과 직관을 함께 사용해 사람을 돕고 정서적 행복을 만드는 힘,직감이 가리키는 바를 기록한 뒤 사실과 대조하세요.,,3,2,1,3,0,DERIVED,"Part III §2 — Cups, Queen",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
QUEEN_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,감수성과 매력이 불신·부도덕·기만으로 흐를 수 있는 상태,말보다 검증 가능한 사실과 기록을 확인하세요.,확인되지 않은 약속을 믿고 선행하지 마세요.,-3,3,3,0,0,DERIVED,"Part III §2 — Cups, Queen",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KING_OF_CUPS,WAITE_PKD_1910,UPRIGHT,GENERAL,책임감·공정함·창조적 지성으로 감정과 현실을 성숙하게 다루는 힘,검증된 능력을 구체적인 성과와 책임으로 연결하세요.,,4,4,3,5,0,DERIVED,"Part III §2 — Cups, King",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KING_OF_CUPS,WAITE_PKD_1910,REVERSED,GENERAL,권위와 감정 조절이 이중성·불의·착취·큰 손실로 왜곡되는 상태,말보다 검증 가능한 사실과 기록을 확인하세요.,확인되지 않은 약속을 믿고 선행하지 마세요.,-3,3,3,0,0,DERIVED,"Part III §2 — Cups, King",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
ACE_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,강한 결단과 힘으로 문제를 가르고 승리와 돌파를 만드는 흐름,결정해야 할 핵심 쟁점을 한 문장으로 명확히 하세요.,힘으로 밀어붙이는 방식이 부작용을 만들 수 있습니다.,3,5,4,2,0,DERIVED,"Part III §2 — Swords, Ace",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
ACE_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,같은 강한 힘이 파괴적 결과와 과도한 충돌을 만드는 상태,수단이 목적을 해치지 않는지 다시 점검하세요.,,-3,3,3,0,1,DERIVED,"Part III §2 — Swords, Ace",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TWO_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,대립 속에서도 균형과 합의를 유지하지만 긴장이 완전히 해소되지는 않은 상태,양쪽 조건을 비교해 지속 가능한 중간점을 찾으세요.,,2,2,2,4,0,DERIVED,"Part III §2 — Swords, Two",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TWO_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,거짓·이중성·배신이 균형을 깨고 신뢰를 약화시키는 상태,말보다 검증 가능한 사실과 기록을 확인하세요.,확인되지 않은 약속을 믿고 선행하지 마세요.,-3,3,3,0,0,DERIVED,"Part III §2 — Swords, Two",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
THREE_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,이별·분리·지연·단절이 마음에 직접적인 상처를 만드는 흐름,상처를 부정하지 말고 회복에 필요한 거리와 지원을 확보하세요.,,-4,1,1,0,3,DERIVED,"Part III §2 — Swords, Three",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
THREE_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,상처가 혼란·오류·정신적 분산으로 남아 판단까지 흐리는 상태,확실한 사실과 아직 모르는 조건을 분리하세요.,,-1,1,2,0,0,DERIVED,"Part III §2 — Swords, Three",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FOUR_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,일선에서 물러나 고독과 휴식 속에서 힘을 보존하는 상태,회복에 필요한 시간과 다시 움직일 조건을 정하세요.,,1,0,0,3,1,DERIVED,"Part III §2 — Swords, Four",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FOUR_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,신중한 관리·절약·예방을 통해 다시 움직일 준비를 갖추는 상태,결정 전에 위험·비용·증거를 차분히 확인하세요.,,2,2,1,4,0,DERIVED,"Part III §2 — Swords, Four",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FIVE_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,승부 뒤에 불명예·파괴·철회와 손실이 남는 패배의 흐름,손실을 인정하고 더 잃지 않도록 종료 기준을 정하세요.,,-4,1,2,0,3,DERIVED,"Part III §2 — Swords, Five",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FIVE_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,손실과 슬픔의 여파가 계속되어 애도와 정리가 필요한 상태,잃은 것과 아직 남아 있는 것을 따로 확인하세요.,손실을 만회하려 같은 선택을 반복하지 마세요.,-4,1,1,0,3,DERIVED,"Part III §2 — Swords, Five",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SIX_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,더 나은 길을 찾기 위해 현재 문제에서 다른 장소·방법으로 이동하는 흐름,이동 과정의 비용과 도착 후의 계획을 함께 준비하세요.,,1,3,3,2,3,DERIVED,"Part III §2 — Swords, Six",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SIX_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,숨겨진 내용이 고백·선언·공개되며 관계나 제안이 밖으로 드러나는 흐름,공개할 내용과 시점을 사전에 정리하세요.,,1,3,4,2,0,DERIVED,"Part III §2 — Swords, Six",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SEVEN_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,계획과 기지를 사용하지만 실패·다툼·불확실성이 섞여 있는 전략,목표·위험·대안을 숨김없이 점검하세요.,영리한 계획이 기만으로 변하지 않게 하세요.,1,3,3,2,0,DERIVED,"Part III §2 — Swords, Seven",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SEVEN_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,조언과 정보가 들어오지만 소문·비방·말의 과잉도 함께 섞이는 상태,소식의 출처와 구체적인 다음 행동을 확인하세요.,,2,3,4,2,0,DERIVED,"Part III §2 — Swords, Seven",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
EIGHT_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,위기와 비난 속에서 권한과 행동이 묶여 선택지가 제한된 상태,바꿀 수 있는 제한과 바꿀 수 없는 제한을 구분하세요.,제약을 영구적인 운명으로 단정하지 마세요.,-3,1,1,1,1,DERIVED,"Part III §2 — Swords, Eight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
EIGHT_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,예상 못한 방해·사고·배신이 제약을 더 복잡하게 만드는 상태,실패 원인을 작게 나누고 다시 시도할 조건을 정하세요.,,-2,1,1,1,1,DERIVED,"Part III §2 — Swords, Eight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
NINE_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,실패·지연·기만·실망이 극심한 걱정과 절망으로 이어지는 상태,사실과 예상 걱정을 분리해 적어보세요.,불안을 확정된 결과로 받아들이지 마세요.,-4,0,0,0,0,DERIVED,"Part III §2 — Swords, Nine",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
NINE_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,의심·수치·두려움이 마음을 가두어 실제 위험보다 더 크게 느끼게 하는 상태,가장 두려운 결과와 그 대응책을 구체화하세요.,,-3,0,0,1,0,DERIVED,"Part III §2 — Swords, Nine",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TEN_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,고통과 상실이 한계에 도달해 기존 국면이 사실상 끝난 상태,끝내야 할 부분과 남겨야 할 자산을 구분하세요.,,-2,1,1,1,5,DERIVED,"Part III §2 — Swords, Ten",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TEN_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,불리한 국면 뒤에 일시적인 이익·호의·회복이 나타나는 흐름,회복 신호를 확인하고 재발 원인을 정리하세요.,,3,2,2,3,1,DERIVED,"Part III §2 — Swords, Ten",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
PAGE_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,경계·조사·감시를 통해 숨은 위험과 정보를 적극적으로 살피는 상태,의심만 키우지 말고 확인할 항목과 방법을 정하세요.,,1,3,3,3,0,DERIVED,"Part III §2 — Swords, Page",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
PAGE_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,준비하지 못한 사건과 악의적 감시·예상 밖의 문제가 들어오는 상태,최악의 경우에 필요한 최소 대응책을 준비하세요.,,-3,1,2,0,0,DERIVED,"Part III §2 — Swords, Page",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KNIGHT_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,기술과 용기를 앞세워 매우 빠르게 맞서고 돌파하려는 공격적 움직임,속도가 붙기 전에 결정 기준과 담당을 정하세요.,속도 때문에 조건 검토를 생략하지 마세요.,3,5,5,2,0,DERIVED,"Part III §2 — Swords, Knight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KNIGHT_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,성급함·무능·과장이 행동을 통제하지 못해 손실을 만드는 상태,행동 전에 최소한의 손실 한도와 되돌릴 방법을 정하세요.,흥분 상태에서 장기 약속을 확정하지 마세요.,-1,5,5,0,0,DERIVED,"Part III §2 — Swords, Knight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
QUEEN_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,상실과 분리를 겪은 뒤 감정을 절제하고 냉정하게 현실을 보는 상태,잃은 것과 아직 남아 있는 것을 따로 확인하세요.,손실을 만회하려 같은 선택을 반복하지 마세요.,-4,1,1,0,3,DERIVED,"Part III §2 — Swords, Queen",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
QUEEN_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,슬픔과 엄격함이 악의·편견·기만으로 굳어지는 상태,말보다 검증 가능한 사실과 기록을 확인하세요.,확인되지 않은 약속을 믿고 선행하지 마세요.,-3,3,3,0,0,DERIVED,"Part III §2 — Swords, Queen",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KING_OF_SWORDS,WAITE_PKD_1910,UPRIGHT,GENERAL,판단·법·명령·지성을 사용해 질서와 결정을 세우는 권위,권한의 근거와 책임 범위를 문서로 확인하세요.,,2,3,2,4,0,DERIVED,"Part III §2 — Swords, King",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
