card_code,source_code,correspondence_type,value,source_locator,page_start,page_end,priority,review_status,review_method,review_notes,is_active
WORLD,GOLDEN_DAWN_BOOK_T_1912,PLANET,SATURN,Liber LXXVIII — Trumps — WORLD,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
WORLD,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,EARTH,Liber LXXVIII — Trumps — WORLD,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
WORLD,GOLDEN_DAWN_BOOK_T_1912,ADDITIONAL_ATTRIBUTION,EARTH,Liber LXXVIII — Trumps — WORLD,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
ACE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — ACE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
ACE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Root of the Powers of Fire,Liber LXXVIII — Minor Arcana — ACE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
ACE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,KETHER,Liber LXXVIII — Minor Arcana — ACE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — TWO_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Dominion,Liber LXXVIII — Minor Arcana — TWO_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MARS,Liber LXXVIII — Minor Arcana — TWO_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,ARIES,Liber LXXVIII — Minor Arcana — TWO_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,0-10,Liber LXXVIII — Minor Arcana — TWO_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,CHOKMAH,Liber LXXVIII — Minor Arcana — TWO_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — THREE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Established Strength,Liber LXXVIII — Minor Arcana — THREE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,SUN,Liber LXXVIII — Minor Arcana — THREE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,ARIES,Liber LXXVIII — Minor Arcana — THREE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,10-20,Liber LXXVIII — Minor Arcana — THREE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,BINAH,Liber LXXVIII — Minor Arcana — THREE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — FOUR_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Perfected Work,Liber LXXVIII — Minor Arcana — FOUR_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,VENUS,Liber LXXVIII — Minor Arcana — FOUR_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,ARIES,Liber LXXVIII — Minor Arcana — FOUR_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,20-30,Liber LXXVIII — Minor Arcana — FOUR_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,CHESED,Liber LXXVIII — Minor Arcana — FOUR_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — FIVE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Strife,Liber LXXVIII — Minor Arcana — FIVE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,SATURN,Liber LXXVIII — Minor Arcana — FIVE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,LEO,Liber LXXVIII — Minor Arcana — FIVE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,0-10,Liber LXXVIII — Minor Arcana — FIVE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,GEBURAH,Liber LXXVIII — Minor Arcana — FIVE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — SIX_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Victory,Liber LXXVIII — Minor Arcana — SIX_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,JUPITER,Liber LXXVIII — Minor Arcana — SIX_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,LEO,Liber LXXVIII — Minor Arcana — SIX_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,10-20,Liber LXXVIII — Minor Arcana — SIX_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,TIPHARETH,Liber LXXVIII — Minor Arcana — SIX_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — SEVEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Valour,Liber LXXVIII — Minor Arcana — SEVEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MARS,Liber LXXVIII — Minor Arcana — SEVEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,LEO,Liber LXXVIII — Minor Arcana — SEVEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,20-30,Liber LXXVIII — Minor Arcana — SEVEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,NETZACH,Liber LXXVIII — Minor Arcana — SEVEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — EIGHT_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Swiftness,Liber LXXVIII — Minor Arcana — EIGHT_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MERCURY,Liber LXXVIII — Minor Arcana — EIGHT_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,SAGITTARIUS,Liber LXXVIII — Minor Arcana — EIGHT_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,0-10,Liber LXXVIII — Minor Arcana — EIGHT_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,HOD,Liber LXXVIII — Minor Arcana — EIGHT_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — NINE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Great Strength,Liber LXXVIII — Minor Arcana — NINE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MOON,Liber LXXVIII — Minor Arcana — NINE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,SAGITTARIUS,Liber LXXVIII — Minor Arcana — NINE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,10-20,Liber LXXVIII — Minor Arcana — NINE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,YESOD,Liber LXXVIII — Minor Arcana — NINE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — TEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Oppression,Liber LXXVIII — Minor Arcana — TEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,SATURN,Liber LXXVIII — Minor Arcana — TEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,SAGITTARIUS,Liber LXXVIII — Minor Arcana — TEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,20-30,Liber LXXVIII — Minor Arcana — TEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,MALKUTH,Liber LXXVIII — Minor Arcana — TEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
PAGE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — PAGE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
PAGE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Princess of the Shining Flame; the Rose of the Palace of Fire,Liber LXXVIII — Minor Arcana — PAGE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
PAGE_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,COURT_ELEMENT,EARTH_OF_FIRE,Liber LXXVIII — Minor Arcana — PAGE_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KNIGHT_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — KNIGHT_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KNIGHT_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of the Flame and the Lightning; the King of the Spirits of Fire,Liber LXXVIII — Minor Arcana — KNIGHT_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KNIGHT_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,COURT_ELEMENT,FIRE_OF_FIRE,Liber LXXVIII — Minor Arcana — KNIGHT_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
QUEEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — QUEEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
QUEEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Queen of the Thrones of Flame,Liber LXXVIII — Minor Arcana — QUEEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
QUEEN_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,COURT_ELEMENT,WATER_OF_FIRE,Liber LXXVIII — Minor Arcana — QUEEN_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KING_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,FIRE,Liber LXXVIII — Minor Arcana — KING_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KING_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Prince of the Chariot of Fire,Liber LXXVIII — Minor Arcana — KING_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KING_OF_WANDS,GOLDEN_DAWN_BOOK_T_1912,COURT_ELEMENT,AIR_OF_FIRE,Liber LXXVIII — Minor Arcana — KING_OF_WANDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
ACE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — ACE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
ACE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Root of the Powers of Water,Liber LXXVIII — Minor Arcana — ACE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
ACE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,KETHER,Liber LXXVIII — Minor Arcana — ACE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — TWO_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Love,Liber LXXVIII — Minor Arcana — TWO_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,PLANET,VENUS,Liber LXXVIII — Minor Arcana — TWO_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,CANCER,Liber LXXVIII — Minor Arcana — TWO_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,DECAN,0-10,Liber LXXVIII — Minor Arcana — TWO_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,CHOKMAH,Liber LXXVIII — Minor Arcana — TWO_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — THREE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Abundance,Liber LXXVIII — Minor Arcana — THREE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MERCURY,Liber LXXVIII — Minor Arcana — THREE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,CANCER,Liber LXXVIII — Minor Arcana — THREE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,DECAN,10-20,Liber LXXVIII — Minor Arcana — THREE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,BINAH,Liber LXXVIII — Minor Arcana — THREE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — FOUR_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Blended Pleasure,Liber LXXVIII — Minor Arcana — FOUR_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MOON,Liber LXXVIII — Minor Arcana — FOUR_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,CANCER,Liber LXXVIII — Minor Arcana — FOUR_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,DECAN,20-30,Liber LXXVIII — Minor Arcana — FOUR_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,CHESED,Liber LXXVIII — Minor Arcana — FOUR_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — FIVE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Loss in Pleasure,Liber LXXVIII — Minor Arcana — FIVE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MARS,Liber LXXVIII — Minor Arcana — FIVE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,SCORPIO,Liber LXXVIII — Minor Arcana — FIVE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,DECAN,0-10,Liber LXXVIII — Minor Arcana — FIVE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,GEBURAH,Liber LXXVIII — Minor Arcana — FIVE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
